id_order,id_user,id_tech,id_service,tgl_kunjungan,status_order,biaya_kunjungan,harga_barang,biaya_jasa,total_biaya,foto_kerusakan,foto_nota,rating_nilai,rating_komentar
3141,6,7,8,2026-03-19 13:55:44,Selesai,50000,370000,160000,530000,"https://picsum.photos/seed/krs0.689001120522187/300/200","https://picsum.photos/seed/nt0.034976765236245044/300/200",4,"Kerja cepat dan bersih."
3142,1,5,8,2025-09-07 10:13:24,Selesai,50000,310000,200000,510000,"https://picsum.photos/seed/krs0.13230252926183272/300/200","https://picsum.photos/seed/nt0.9808100813412994/300/200",5,"Lumayan, AC sudah dingin kembali."
3143,6,4,7,2025-06-22 03:22:35,Selesai,50000,190000,90000,280000,"https://picsum.photos/seed/krs0.68550961472786/300/200","https://picsum.photos/seed/nt0.7595804198988774/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3144,6,2,1,2026-03-04 05:01:43,Selesai,50000,70000,140000,210000,"https://picsum.photos/seed/krs0.5421228762182032/300/200","https://picsum.photos/seed/nt0.7996099577456062/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
3145,1,6,7,2025-01-31 14:18:09,Selesai,50000,50000,70000,120000,"https://picsum.photos/seed/krs0.7746967111714165/300/200","https://picsum.photos/seed/nt0.23743113382633563/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3146,6,4,3,2025-07-06 22:14:30,Selesai,50000,60000,240000,300000,"https://picsum.photos/seed/krs0.7630805487293533/300/200","https://picsum.photos/seed/nt0.8734340695754422/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3147,6,2,2,2025-11-25 21:47:46,Selesai,50000,450000,170000,620000,"https://picsum.photos/seed/krs0.2663941841102495/300/200","https://picsum.photos/seed/nt0.1833810548753625/300/200",5,"Sangat profesional dan cepat tanggap."
3148,1,7,7,2025-10-16 17:16:30,Selesai,50000,220000,180000,400000,"https://picsum.photos/seed/krs0.04185093161502096/300/200","https://picsum.photos/seed/nt0.9289889012819382/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3149,1,6,3,2026-04-04 15:16:09,Selesai,50000,10000,190000,200000,"https://picsum.photos/seed/krs0.728588918787828/300/200","https://picsum.photos/seed/nt0.41403241219535836/300/200",4,"Harga sesuai dengan kualitas. Sangat memuaskan."
3150,1,3,5,2025-05-24 21:12:07,Selesai,50000,190000,140000,330000,"https://picsum.photos/seed/krs0.3009716086293688/300/200","https://picsum.photos/seed/nt0.576028606944793/300/200",5,"Kerja cepat dan bersih."
3151,6,6,8,2026-03-05 22:35:20,Selesai,50000,200000,110000,310000,"https://picsum.photos/seed/krs0.26292145418623625/300/200","https://picsum.photos/seed/nt0.3519229821191373/300/200",5,"Kerja cepat dan bersih."
3152,1,4,3,2025-03-17 11:20:08,Selesai,50000,480000,210000,690000,"https://picsum.photos/seed/krs0.18137685282242832/300/200","https://picsum.photos/seed/nt0.9921678041169821/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3153,1,6,3,2025-03-08 05:21:28,Selesai,50000,40000,110000,150000,"https://picsum.photos/seed/krs0.386670452644989/300/200","https://picsum.photos/seed/nt0.17015164628873258/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
3154,6,3,1,2025-01-08 03:21:38,Selesai,50000,290000,100000,390000,"https://picsum.photos/seed/krs0.8864290382810399/300/200","https://picsum.photos/seed/nt0.719999411120498/300/200",5,"Lumayan, AC sudah dingin kembali."
3155,6,6,3,2025-11-05 07:34:26,Selesai,50000,430000,60000,490000,"https://picsum.photos/seed/krs0.5408929626150512/300/200","https://picsum.photos/seed/nt0.31524990395233554/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3156,1,7,2,2025-12-06 01:34:30,Selesai,50000,120000,100000,220000,"https://picsum.photos/seed/krs0.27354280852179125/300/200","https://picsum.photos/seed/nt0.656556073317963/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3157,1,3,1,2026-01-23 19:46:59,Selesai,50000,480000,70000,550000,"https://picsum.photos/seed/krs0.13363071345469446/300/200","https://picsum.photos/seed/nt0.8880256710597679/300/200",5,"Kerja cepat dan bersih."
3158,6,2,5,2025-08-25 00:26:00,Selesai,50000,250000,110000,360000,"https://picsum.photos/seed/krs0.42505716865947596/300/200","https://picsum.photos/seed/nt0.9574864816302722/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3159,1,4,7,2025-01-22 01:12:13,Selesai,50000,190000,140000,330000,"https://picsum.photos/seed/krs0.4091848057952088/300/200","https://picsum.photos/seed/nt0.8647085387421276/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3160,1,2,8,2026-03-23 23:48:32,Selesai,50000,480000,230000,710000,"https://picsum.photos/seed/krs0.7363389159727887/300/200","https://picsum.photos/seed/nt0.03827896656892049/300/200",5,"Lumayan, AC sudah dingin kembali."
3161,1,2,8,2026-03-28 18:02:28,Selesai,50000,340000,170000,510000,"https://picsum.photos/seed/krs0.8718358489309805/300/200","https://picsum.photos/seed/nt0.6604913271715404/300/200",5,"Sangat profesional dan cepat tanggap."
3162,1,6,2,2025-04-27 15:48:16,Selesai,50000,210000,180000,390000,"https://picsum.photos/seed/krs0.46101094324303193/300/200","https://picsum.photos/seed/nt0.957297870310778/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3163,1,5,3,2026-05-30 13:19:51,Selesai,50000,0,50000,50000,"https://picsum.photos/seed/krs0.24312813039897752/300/200","https://picsum.photos/seed/nt0.6276865189038779/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3164,1,6,8,2025-09-12 01:45:41,Selesai,50000,380000,160000,540000,"https://picsum.photos/seed/krs0.42893020959853845/300/200","https://picsum.photos/seed/nt0.563459837703913/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3165,1,6,2,2026-02-02 05:51:25,Selesai,50000,320000,200000,520000,"https://picsum.photos/seed/krs0.7937371468644393/300/200","https://picsum.photos/seed/nt0.5576351579575457/300/200",5,"Kerja cepat dan bersih."
3166,6,4,1,2025-02-27 14:45:19,Selesai,50000,290000,230000,520000,"https://picsum.photos/seed/krs0.94350714660035/300/200","https://picsum.photos/seed/nt0.10565854589623647/300/200",5,"Kerja cepat dan bersih."
3167,1,1,4,2026-02-04 03:36:06,Selesai,50000,0,150000,150000,"https://picsum.photos/seed/krs0.8860487044385447/300/200","https://picsum.photos/seed/nt0.2347156658003554/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3168,1,5,6,2026-04-24 11:34:50,Selesai,50000,70000,240000,310000,"https://picsum.photos/seed/krs0.5548715606819381/300/200","https://picsum.photos/seed/nt0.47283243924787/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3169,6,1,3,2025-08-21 07:25:32,Selesai,50000,120000,150000,270000,"https://picsum.photos/seed/krs0.6397600297414385/300/200","https://picsum.photos/seed/nt0.6297926954062906/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3170,1,3,7,2025-10-23 04:01:17,Selesai,50000,170000,120000,290000,"https://picsum.photos/seed/krs0.3368772781471966/300/200","https://picsum.photos/seed/nt0.2772091544099151/300/200",5,"Kerja cepat dan bersih."
3171,6,2,2,2025-01-05 16:34:01,Selesai,50000,300000,240000,540000,"https://picsum.photos/seed/krs0.8207255348924194/300/200","https://picsum.photos/seed/nt0.7547636809239634/300/200",5,"Sangat profesional dan cepat tanggap."
3172,1,6,2,2025-08-22 18:06:17,Selesai,50000,270000,200000,470000,"https://picsum.photos/seed/krs0.37499894856920446/300/200","https://picsum.photos/seed/nt0.43340738792950795/300/200",5,"Lumayan, AC sudah dingin kembali."
3173,6,6,5,2025-07-28 19:55:14,Selesai,50000,460000,170000,630000,"https://picsum.photos/seed/krs0.5178623203696747/300/200","https://picsum.photos/seed/nt0.8949075420445304/300/200",5,"Kerja cepat dan bersih."
3174,1,4,1,2025-08-30 23:17:07,Selesai,50000,350000,180000,530000,"https://picsum.photos/seed/krs0.19912067548137613/300/200","https://picsum.photos/seed/nt0.9782193570414233/300/200",4,"Sedikit terlambat tapi hasil kerjanya bagus."
3175,1,6,6,2026-05-07 10:05:27,Selesai,50000,0,200000,200000,"https://picsum.photos/seed/krs0.1109219828222997/300/200","https://picsum.photos/seed/nt0.23146612513339704/300/200",5,"Sangat profesional dan cepat tanggap."
3176,1,6,3,2025-10-13 10:53:29,Selesai,50000,490000,180000,670000,"https://picsum.photos/seed/krs0.08483547788104362/300/200","https://picsum.photos/seed/nt0.6592085025012069/300/200",4,"Pekerjaan sangat rapi dan teknisi ramah."
3177,1,6,3,2025-01-03 07:03:10,Selesai,50000,200000,90000,290000,"https://picsum.photos/seed/krs0.05340576085692683/300/200","https://picsum.photos/seed/nt0.8144684000044226/300/200",4,"Kerja cepat dan bersih."
3178,1,3,1,2025-06-24 01:13:22,Selesai,50000,40000,210000,250000,"https://picsum.photos/seed/krs0.8265718941276698/300/200","https://picsum.photos/seed/nt0.7739281512649551/300/200",5,"Kerja cepat dan bersih."
3179,1,3,2,2025-03-01 16:10:20,Selesai,50000,190000,180000,370000,"https://picsum.photos/seed/krs0.7716561020890058/300/200","https://picsum.photos/seed/nt0.9753885695955042/300/200",4,"Sedikit terlambat tapi hasil kerjanya bagus."
3180,1,2,7,2025-09-30 13:51:50,Selesai,50000,380000,70000,450000,"https://picsum.photos/seed/krs0.17494334142695978/300/200","https://picsum.photos/seed/nt0.20241902456371652/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3181,6,5,8,2025-04-19 09:23:43,Selesai,50000,380000,220000,600000,"https://picsum.photos/seed/krs0.9119789065230887/300/200","https://picsum.photos/seed/nt0.019132535699421305/300/200",5,"Sangat profesional dan cepat tanggap."
3182,1,4,3,2025-10-19 02:37:00,Selesai,50000,310000,220000,530000,"https://picsum.photos/seed/krs0.4900351461578385/300/200","https://picsum.photos/seed/nt0.8489763766546523/300/200",5,"Sangat profesional dan cepat tanggap."
3183,6,2,1,2025-11-11 08:13:23,Selesai,50000,340000,180000,520000,"https://picsum.photos/seed/krs0.22671667700001485/300/200","https://picsum.photos/seed/nt0.1983378501958678/300/200",4,"Sedikit terlambat tapi hasil kerjanya bagus."
3184,1,7,8,2025-09-08 21:03:13,Selesai,50000,70000,120000,190000,"https://picsum.photos/seed/krs0.5107423682167478/300/200","https://picsum.photos/seed/nt0.285626809020068/300/200",5,"Lumayan, AC sudah dingin kembali."
3185,1,3,1,2025-12-16 11:47:46,Selesai,50000,190000,70000,260000,"https://picsum.photos/seed/krs0.5634606846003349/300/200","https://picsum.photos/seed/nt0.15681599589637685/300/200",4,"Harga sesuai dengan kualitas. Sangat memuaskan."
3186,6,5,8,2025-01-18 17:20:12,Selesai,50000,160000,100000,260000,"https://picsum.photos/seed/krs0.6309303300911653/300/200","https://picsum.photos/seed/nt0.04211263328123194/300/200",5,"Kerja cepat dan bersih."
3187,6,3,4,2025-02-06 19:37:50,Selesai,50000,270000,110000,380000,"https://picsum.photos/seed/krs0.09941634798891308/300/200","https://picsum.photos/seed/nt0.2779113433509868/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3188,6,1,1,2025-08-12 23:14:18,Selesai,50000,80000,80000,160000,"https://picsum.photos/seed/krs0.784905643135809/300/200","https://picsum.photos/seed/nt0.36539800637184505/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
3189,1,5,5,2025-02-17 19:10:34,Selesai,50000,270000,220000,490000,"https://picsum.photos/seed/krs0.22316962776980664/300/200","https://picsum.photos/seed/nt0.634182924341691/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3190,1,3,4,2026-05-14 01:00:50,Selesai,50000,40000,110000,150000,"https://picsum.photos/seed/krs0.7486339629582114/300/200","https://picsum.photos/seed/nt0.49182685612464616/300/200",4,"Sedikit terlambat tapi hasil kerjanya bagus."
3191,6,7,1,2025-04-30 06:55:24,Selesai,50000,170000,190000,360000,"https://picsum.photos/seed/krs0.4621003060242437/300/200","https://picsum.photos/seed/nt0.16052689481896953/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3192,1,6,1,2026-03-27 23:58:27,Selesai,50000,60000,150000,210000,"https://picsum.photos/seed/krs0.2714430118707012/300/200","https://picsum.photos/seed/nt0.8039070681180103/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3193,1,2,1,2025-01-08 07:09:32,Selesai,50000,230000,230000,460000,"https://picsum.photos/seed/krs0.7328577642431426/300/200","https://picsum.photos/seed/nt0.7169073541341567/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3194,1,2,6,2025-05-30 00:28:52,Selesai,50000,200000,130000,330000,"https://picsum.photos/seed/krs0.10632148747982773/300/200","https://picsum.photos/seed/nt0.11650821368740039/300/200",5,"Sangat profesional dan cepat tanggap."
3195,6,1,3,2025-07-28 20:50:36,Selesai,50000,230000,210000,440000,"https://picsum.photos/seed/krs0.72003016809087/300/200","https://picsum.photos/seed/nt0.21584722914480525/300/200",4,"Sedikit terlambat tapi hasil kerjanya bagus."
3196,1,4,5,2025-01-10 04:31:34,Selesai,50000,60000,80000,140000,"https://picsum.photos/seed/krs0.6099904747726811/300/200","https://picsum.photos/seed/nt0.5420170748620822/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3197,6,4,6,2026-03-18 14:09:14,Selesai,50000,410000,190000,600000,"https://picsum.photos/seed/krs0.29323391788575937/300/200","https://picsum.photos/seed/nt0.9049044866704188/300/200",5,"Sangat profesional dan cepat tanggap."
3198,1,4,7,2025-12-16 08:39:50,Selesai,50000,80000,210000,290000,"https://picsum.photos/seed/krs0.5181036065399118/300/200","https://picsum.photos/seed/nt0.3327803791652785/300/200",5,"Kerja cepat dan bersih."
3199,1,1,8,2025-11-02 15:26:56,Selesai,50000,80000,210000,290000,"https://picsum.photos/seed/krs0.23240671442784733/300/200","https://picsum.photos/seed/nt0.5738349776453927/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3200,6,1,1,2025-07-08 17:41:02,Selesai,50000,220000,80000,300000,"https://picsum.photos/seed/krs0.2647097968652128/300/200","https://picsum.photos/seed/nt0.012150402056891885/300/200",5,"Sangat profesional dan cepat tanggap."
3201,6,6,3,2025-06-14 08:36:03,Selesai,50000,20000,200000,220000,"https://picsum.photos/seed/krs0.4273195004312531/300/200","https://picsum.photos/seed/nt0.4920694152994468/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3202,6,5,2,2025-12-05 12:57:22,Selesai,50000,470000,110000,580000,"https://picsum.photos/seed/krs0.28597549749006723/300/200","https://picsum.photos/seed/nt0.09867693533456967/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3203,1,4,4,2026-05-14 13:00:11,Selesai,50000,490000,110000,600000,"https://picsum.photos/seed/krs0.8922581382009647/300/200","https://picsum.photos/seed/nt0.6495727825306189/300/200",4,"Teknisi datang tepat waktu, masalah cepat selesai."
3204,1,4,4,2025-04-08 06:54:00,Selesai,50000,410000,170000,580000,"https://picsum.photos/seed/krs0.22538186064427868/300/200","https://picsum.photos/seed/nt0.3172920844310527/300/200",5,"Lumayan, AC sudah dingin kembali."
3205,1,5,2,2025-10-14 07:55:14,Selesai,50000,270000,140000,410000,"https://picsum.photos/seed/krs0.5675700209273769/300/200","https://picsum.photos/seed/nt0.6315948587609324/300/200",5,"Lumayan, AC sudah dingin kembali."
3206,1,3,5,2025-03-30 01:56:58,Selesai,50000,290000,150000,440000,"https://picsum.photos/seed/krs0.541241025310709/300/200","https://picsum.photos/seed/nt0.6166827611728815/300/200",5,"Kerja cepat dan bersih."
3207,1,3,3,2025-08-08 00:14:00,Selesai,50000,340000,210000,550000,"https://picsum.photos/seed/krs0.7518641284982867/300/200","https://picsum.photos/seed/nt0.20228973211564882/300/200",4,"Sangat profesional dan cepat tanggap."
3208,1,5,6,2025-10-08 23:05:04,Selesai,50000,180000,200000,380000,"https://picsum.photos/seed/krs0.7415097334936827/300/200","https://picsum.photos/seed/nt0.4692360598703281/300/200",5,"Lumayan, AC sudah dingin kembali."
3209,1,6,4,2025-04-20 11:44:18,Selesai,50000,380000,140000,520000,"https://picsum.photos/seed/krs0.8832555173115728/300/200","https://picsum.photos/seed/nt0.5032527627692949/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3210,1,5,2,2026-05-30 21:08:22,Selesai,50000,400000,90000,490000,"https://picsum.photos/seed/krs0.35805337039051954/300/200","https://picsum.photos/seed/nt0.8008249627405706/300/200",4,"Teknisi datang tepat waktu, masalah cepat selesai."
3211,1,1,6,2025-09-07 18:25:41,Selesai,50000,380000,130000,510000,"https://picsum.photos/seed/krs0.785946486084117/300/200","https://picsum.photos/seed/nt0.7253901844839818/300/200",5,"Lumayan, AC sudah dingin kembali."
3212,6,2,4,2025-11-24 02:55:51,Selesai,50000,350000,130000,480000,"https://picsum.photos/seed/krs0.31807557182644675/300/200","https://picsum.photos/seed/nt0.779444825177889/300/200",5,"Lumayan, AC sudah dingin kembali."
3213,6,6,3,2026-03-28 13:43:34,Selesai,50000,40000,150000,190000,"https://picsum.photos/seed/krs0.41030420066167606/300/200","https://picsum.photos/seed/nt0.38822260561653543/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3214,6,3,7,2025-01-15 09:15:58,Selesai,50000,440000,190000,630000,"https://picsum.photos/seed/krs0.14841854175148483/300/200","https://picsum.photos/seed/nt0.5955008500609971/300/200",5,"Lumayan, AC sudah dingin kembali."
3215,6,1,8,2025-04-26 14:08:21,Selesai,50000,190000,150000,340000,"https://picsum.photos/seed/krs0.5028520984482308/300/200","https://picsum.photos/seed/nt0.6185443145542142/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3216,6,4,8,2025-08-24 10:22:13,Selesai,50000,30000,60000,90000,"https://picsum.photos/seed/krs0.8560450977282228/300/200","https://picsum.photos/seed/nt0.6691256256538402/300/200",5,"Kerja cepat dan bersih."
3217,6,2,4,2026-01-25 15:53:13,Selesai,50000,0,50000,50000,"https://picsum.photos/seed/krs0.9000115229075416/300/200","https://picsum.photos/seed/nt0.10028817231877296/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3218,1,2,8,2025-03-23 00:27:09,Selesai,50000,50000,140000,190000,"https://picsum.photos/seed/krs0.1910353613350293/300/200","https://picsum.photos/seed/nt0.407091659564622/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3219,6,5,5,2025-09-21 10:45:15,Selesai,50000,250000,180000,430000,"https://picsum.photos/seed/krs0.3291486549270637/300/200","https://picsum.photos/seed/nt0.41375326446257166/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3220,6,3,5,2025-04-20 20:52:48,Selesai,50000,310000,210000,520000,"https://picsum.photos/seed/krs0.29279162576609374/300/200","https://picsum.photos/seed/nt0.2999629474897605/300/200",5,"Lumayan, AC sudah dingin kembali."
3221,6,4,6,2025-12-23 02:04:28,Selesai,50000,180000,240000,420000,"https://picsum.photos/seed/krs0.25716972752208955/300/200","https://picsum.photos/seed/nt0.9897039831802508/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3222,6,7,7,2025-05-08 15:03:50,Selesai,50000,120000,50000,170000,"https://picsum.photos/seed/krs0.8192521693637665/300/200","https://picsum.photos/seed/nt0.6995369747879019/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3223,1,6,1,2025-04-03 00:54:26,Selesai,50000,220000,220000,440000,"https://picsum.photos/seed/krs0.15761349256973545/300/200","https://picsum.photos/seed/nt0.6750820323056413/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3224,1,7,1,2026-01-24 21:54:35,Selesai,50000,220000,210000,430000,"https://picsum.photos/seed/krs0.26307377216709227/300/200","https://picsum.photos/seed/nt0.19369156796628173/300/200",4,"Luar biasa, sparepart diganti dengan yang ori."
3225,1,7,5,2025-04-17 22:20:43,Selesai,50000,380000,170000,550000,"https://picsum.photos/seed/krs0.882404352551485/300/200","https://picsum.photos/seed/nt0.720641603620157/300/200",5,"Sangat profesional dan cepat tanggap."
3226,1,4,1,2026-04-19 02:23:04,Selesai,50000,340000,210000,550000,"https://picsum.photos/seed/krs0.7662475155100525/300/200","https://picsum.photos/seed/nt0.1836313821838471/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3227,6,6,5,2025-12-31 23:01:26,Selesai,50000,160000,70000,230000,"https://picsum.photos/seed/krs0.9556767064689852/300/200","https://picsum.photos/seed/nt0.6487934496464752/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3228,6,4,2,2025-07-29 02:54:48,Selesai,50000,40000,70000,110000,"https://picsum.photos/seed/krs0.6396301305687537/300/200","https://picsum.photos/seed/nt0.31736118544703196/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3229,6,4,6,2025-03-09 04:13:43,Selesai,50000,190000,50000,240000,"https://picsum.photos/seed/krs0.03285472619604812/300/200","https://picsum.photos/seed/nt0.35024970444323344/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
3230,6,6,2,2026-02-23 17:27:59,Selesai,50000,10000,80000,90000,"https://picsum.photos/seed/krs0.8273473656257099/300/200","https://picsum.photos/seed/nt0.6692384905132772/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
3231,1,4,8,2025-01-24 18:11:20,Selesai,50000,220000,120000,340000,"https://picsum.photos/seed/krs0.7776240939895529/300/200","https://picsum.photos/seed/nt0.5706950732864619/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3232,6,6,4,2025-08-26 01:06:23,Selesai,50000,340000,160000,500000,"https://picsum.photos/seed/krs0.16638702228263869/300/200","https://picsum.photos/seed/nt0.4663045338332361/300/200",4,"Sangat profesional dan cepat tanggap."
3233,6,2,8,2026-04-23 10:08:10,Selesai,50000,240000,160000,400000,"https://picsum.photos/seed/krs0.23778546248690857/300/200","https://picsum.photos/seed/nt0.4180782839180235/300/200",5,"Lumayan, AC sudah dingin kembali."
3234,1,6,3,2025-12-19 21:34:17,Selesai,50000,220000,90000,310000,"https://picsum.photos/seed/krs0.5087435752506294/300/200","https://picsum.photos/seed/nt0.42008888305978265/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3235,1,6,2,2025-05-14 01:16:35,Selesai,50000,440000,140000,580000,"https://picsum.photos/seed/krs0.6183560735287271/300/200","https://picsum.photos/seed/nt0.5305140272527294/300/200",4,"Teknisi datang tepat waktu, masalah cepat selesai."
3236,1,4,6,2026-03-18 19:07:38,Selesai,50000,20000,160000,180000,"https://picsum.photos/seed/krs0.00596206789280751/300/200","https://picsum.photos/seed/nt0.24230791710767008/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3237,1,1,8,2025-10-20 14:54:36,Selesai,50000,110000,240000,350000,"https://picsum.photos/seed/krs0.09633044394092849/300/200","https://picsum.photos/seed/nt0.6671760959032437/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3238,6,2,3,2025-09-09 07:56:50,Selesai,50000,160000,140000,300000,"https://picsum.photos/seed/krs0.7095466252238922/300/200","https://picsum.photos/seed/nt0.8588688396012154/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
3239,6,2,5,2025-08-12 16:10:24,Selesai,50000,0,190000,190000,"https://picsum.photos/seed/krs0.681724848133985/300/200","https://picsum.photos/seed/nt0.021945994486901044/300/200",5,"Kerja cepat dan bersih."
3240,6,3,5,2025-06-02 09:40:57,Selesai,50000,150000,150000,300000,"https://picsum.photos/seed/krs0.46640339502985695/300/200","https://picsum.photos/seed/nt0.6398867763814233/300/200",5,"Lumayan, AC sudah dingin kembali."
3241,1,1,6,2025-07-19 12:50:12,Selesai,50000,480000,200000,680000,"https://picsum.photos/seed/krs0.6355439336664032/300/200","https://picsum.photos/seed/nt0.6269530654462715/300/200",5,"Lumayan, AC sudah dingin kembali."
3242,1,7,8,2025-03-12 11:05:54,Selesai,50000,450000,50000,500000,"https://picsum.photos/seed/krs0.9884359299834649/300/200","https://picsum.photos/seed/nt0.2909285357646827/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3243,6,1,4,2026-02-09 20:11:32,Selesai,50000,380000,190000,570000,"https://picsum.photos/seed/krs0.0776755874454933/300/200","https://picsum.photos/seed/nt0.46321517262833367/300/200",5,"Kerja cepat dan bersih."
3244,1,2,5,2025-05-04 00:52:13,Selesai,50000,40000,220000,260000,"https://picsum.photos/seed/krs0.5295152451985049/300/200","https://picsum.photos/seed/nt0.31428205283357524/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
3245,1,2,3,2025-02-24 07:24:04,Selesai,50000,50000,100000,150000,"https://picsum.photos/seed/krs0.8279307261972718/300/200","https://picsum.photos/seed/nt0.7114985766445738/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3246,6,2,3,2026-05-22 03:15:58,Selesai,50000,380000,160000,540000,"https://picsum.photos/seed/krs0.5863927437434835/300/200","https://picsum.photos/seed/nt0.3655487175327441/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
3247,6,2,2,2025-11-13 02:19:57,Selesai,50000,50000,60000,110000,"https://picsum.photos/seed/krs0.28791112734136703/300/200","https://picsum.photos/seed/nt0.7429112252514165/300/200",4,"Kerja cepat dan bersih."
3248,6,2,2,2026-03-07 23:30:25,Selesai,50000,320000,70000,390000,"https://picsum.photos/seed/krs0.4131015245189711/300/200","https://picsum.photos/seed/nt0.8263267163019307/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3249,1,5,6,2026-05-12 21:56:51,Selesai,50000,490000,120000,610000,"https://picsum.photos/seed/krs0.7420694713351571/300/200","https://picsum.photos/seed/nt0.9090927835717766/300/200",5,"Sangat profesional dan cepat tanggap."
3250,1,7,2,2025-08-10 00:55:18,Selesai,50000,250000,70000,320000,"https://picsum.photos/seed/krs0.3175712590746351/300/200","https://picsum.photos/seed/nt0.19297894232228907/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3251,1,2,8,2026-04-17 10:48:54,Selesai,50000,310000,60000,370000,"https://picsum.photos/seed/krs0.8676833778089722/300/200","https://picsum.photos/seed/nt0.14058539551266513/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
3252,1,6,3,2026-02-07 19:35:06,Selesai,50000,340000,210000,550000,"https://picsum.photos/seed/krs0.6164568562655367/300/200","https://picsum.photos/seed/nt0.7018436386074398/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
3253,6,2,8,2025-10-19 02:24:20,Selesai,50000,350000,210000,560000,"https://picsum.photos/seed/krs0.807866221510032/300/200","https://picsum.photos/seed/nt0.20244956322753638/300/200",5,"Kerja cepat dan bersih."
3254,1,4,2,2025-11-06 09:59:38,Selesai,50000,370000,220000,590000,"https://picsum.photos/seed/krs0.9650147679332347/300/200","https://picsum.photos/seed/nt0.0970663423111483/300/200",5,"Lumayan, AC sudah dingin kembali."
3255,1,3,7,2025-07-05 00:56:26,Selesai,50000,190000,190000,380000,"https://picsum.photos/seed/krs0.9666101799205766/300/200","https://picsum.photos/seed/nt0.5521875813240521/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
3256,1,5,2,2026-01-15 21:33:29,Selesai,50000,150000,50000,200000,"https://picsum.photos/seed/krs0.4093971429959862/300/200","https://picsum.photos/seed/nt0.9130121840600882/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
3257,6,7,4,2025-02-17 12:21:22,Selesai,50000,420000,160000,580000,"https://picsum.photos/seed/krs0.5725134150776281/300/200","https://picsum.photos/seed/nt0.3524217733370043/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
